food_id,serving_unit,serving_quantity,serving_weight_g,meal_role,swap_group,meal_pair_group,portion_min,portion_max,portion_step,budget_level,availability,food_category,can_be_primary_meal,max_serving_multiplier
bc0a5924-526a-4ccf-b635-5236711e1f0d,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
4d4388e1-db21-40f5-94e8-caa8144c9525,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
dbf7b83a-e33e-4bae-afbb-12dbc04b0d1d,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
04d5389c-a903-418c-8433-182653659023,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
c1d51d5e-7553-41cc-8d02-72e534827ef7,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
ab38310b-fe68-4f82-8bff-3b7c229e61cd,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
a5f565c7-87c4-4ae2-9b0a-c665c9cba741,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
afc8fcd1-daee-4a80-ac60-55e265bcd4a5,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
38754301-3724-456b-9cba-abdf7d42e5d2,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
ae5fd6f7-8ff8-4a16-aec4-d96da4bd77f9,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
5e113e52-f97b-452a-9762-eed62c48d1ee,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
40c258dc-755c-42e5-a6de-58e5d6302e61,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
79b0f267-d4c6-4ff9-8440-d1d4b735ce29,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
8cdadf4d-52b6-4a39-968a-ced789dd9874,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
c66a4c85-58dc-492c-91b2-89c28e93c996,g,150.0,150.0,protein_main,eggs,All India Meal,50,300,50,Low,very_common,Eggs,True,2.0
717b3007-ebb1-45bd-b111-6c5e47d74503,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
7ca31591-4755-4598-a75c-896baa16e7ef,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
f83206d8-8a09-480a-a5d3-0dee14ecfef6,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
e22205c3-2733-4e4d-8daa-61cb21671a5d,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
26583b75-3cf5-4570-989c-993adb49c23b,g,150.0,150.0,condiment,vegetables,All India Meal,50,30,50,Low,very_common,Condiment,False,2.0
18e9903c-6298-413c-af3f-2da906ad9cad,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
da32d66c-247f-4d90-b308-4d5a1b9fe576,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
d375b490-dcee-46e3-be0f-786b943f042c,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
7c50612a-c792-43db-b696-253722cad505,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
eee08962-14ea-4d35-a573-48f635c1f274,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
c7f555c3-6094-4f4c-874d-8ae0974ebd92,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
9c0be385-74ec-4be9-ab15-341044c50d93,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
48335622-4676-4a27-b0f8-182cae200a87,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
367761e3-f4f7-4f74-ab90-775ed2200a75,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
20550ef4-5580-49d3-aa8e-649122c13f92,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
6999db21-978b-4072-ba4e-66f97e8fcdec,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
7378b86e-4b8c-427f-a956-601db75120e8,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
d3d80f59-28a9-4b98-aec8-94a6e4b5d1e4,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
edba2718-0eaa-47be-bade-92756dd7bae4,g,150.0,150.0,condiment,traditional meal,South Indian Meal,50,30,50,Low,very_common,Condiment,False,2.0
09839ca2-1fcc-40e5-a2b1-33b7039a4c1e,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
52c13228-581b-4053-828c-aba416b35a24,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
8d44859d-2c6b-48d3-8066-0c832d5d506e,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f18252e4-3c67-44d5-9094-5a73ae8f13cf,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
facfcb9a-bc7d-4eeb-898b-12560bed0644,g,150.0,150.0,snack_fruit,fruits,All India Meal,20,150,10,Low,very_common,Fruits,False,2.0
abcd7fe4-b9df-43e1-b2b7-65bb959c6170,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
73fd7cbf-312d-4563-842d-1e2872c97e7b,g,150.0,150.0,snack_fruit,fruits,All India Meal,20,150,10,Low,very_common,Fruits,False,2.0
148aa876-e06e-4e12-ba1d-bb22fa9828cc,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
05316751-77d4-4100-b0ca-086c39fa74d2,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
be43b253-66e3-442f-a815-642bb77c28aa,g,150.0,150.0,dessert,traditional meal,All India Meal,50,300,50,Low,very_common,Dessert,False,2.0
51a2c00f-88f0-4e4b-9704-7dbeef4d3c6e,g,150.0,150.0,dessert,traditional meal,All India Meal,50,300,50,Low,very_common,Dessert,False,2.0
dd6fbdab-cf36-4592-9836-806a98ab66bd,g,150.0,150.0,dessert,traditional meal,All India Meal,50,300,50,Low,very_common,Dessert,False,2.0
ecd6c079-14db-4495-b4ac-89d3194400d2,g,150.0,150.0,dessert,traditional meal,All India Meal,50,300,50,Low,very_common,Dessert,False,2.0
06c13aef-5115-4dee-81e8-dfc06fbd3650,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
446d84ff-f3e2-4add-8409-053984cd79f3,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
e4b7b708-fa57-4f51-8b4e-4fb35142f925,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
4c16c779-f0b0-48bf-a6b9-36a45c212202,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
51e860b7-5b35-4750-951f-89968e378dc0,g,150.0,150.0,condiment,fruits,South Indian Meal,20,30,10,Low,very_common,Condiment,False,2.0
8cec90df-4067-459c-b48a-41b20d53d958,g,150.0,150.0,condiment,traditional meal,South Indian Meal,50,30,50,Low,very_common,Condiment,False,2.0
89f6b7bc-c4bc-4703-8e79-fec2628adf13,g,150.0,150.0,condiment,traditional meal,South Indian Meal,50,30,50,Low,very_common,Condiment,False,2.0
3ff1d24a-1894-4b23-ab36-f24e1b27b96b,g,150.0,150.0,condiment,traditional meal,South Indian Meal,50,30,50,Low,very_common,Condiment,False,2.0
60658661-6d59-4c3a-b783-db73c4393f2f,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
2d73d4dc-7d71-4ff0-9d37-3cd05c317fb0,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
ce58b24d-a6cf-4a1d-9186-606181b0c6c0,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f6ba2eb4-3a7a-4848-80d0-2b1e4cfa7ceb,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
a5e9c364-8947-4b3c-94dd-246d04a90e10,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
e8f4ff85-0f93-4a37-86b7-fa85958068cd,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
65f67b04-d4fc-4749-ada0-df6d45359656,g,150.0,150.0,snack_fruit,fruits,All India Meal,20,150,10,Low,very_common,Fruits,False,2.0
f9c393f6-87a7-4ae5-b7f7-e4293dd0acf6,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
6f787593-0c06-45e4-8ab5-c8642b4d4e74,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
95f8163c-bc2c-40d4-bf76-e49efaad163d,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
76e7878c-a81f-4f11-b19c-31d98acf967d,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
7bc34e2a-af74-40a6-8679-9047818529a1,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
de88077b-edbe-4e29-bc5f-fa0c72492f2d,g,150.0,150.0,dessert,traditional meal,All India Meal,50,300,50,Low,very_common,Dessert,False,2.0
c9d28895-3098-468b-b8ba-e4cd8d2e9d14,g,150.0,150.0,protein_main,dal & pulses,Rice Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
76b7f4bc-157a-4b5e-a287-e31b27de2b7c,g,150.0,150.0,dessert,dal & pulses,All India Meal,50,300,50,Low,very_common,Dessert,False,2.0
cfdd9d76-7f15-46fb-95d2-8487199b6b2e,g,150.0,150.0,dessert,vegetables,All India Meal,50,300,50,Low,very_common,Dessert,False,2.0
c3737809-3dc8-499c-87aa-878bf577b56b,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
9f9a12d8-e5a9-4bb6-b667-ddce76dc2c49,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
24b97fa5-0280-4df7-bc83-9ba28237c6d9,g,150.0,150.0,carb_base,whole grains,Chapati Meal,50,300,50,Low,common,Whole Grains,True,2.0
ef96df4b-37e5-4e38-b699-61c9667a0972,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
0160a3a5-7845-4ad3-a936-c87691dca09e,ml,250.0,250.0,beverage,healthy beverage,Liquid Meal,50,300,50,Low,very_common,Beverage,False,2.0
c46c9d9a-7ce9-421e-9d95-e32db717f0e1,ml,250.0,250.0,beverage,healthy beverage,Liquid Meal,50,300,50,Low,very_common,Beverage,False,2.0
0eeef517-3239-40bc-9232-2045ddeae380,ml,150.0,150.0,beverage,dairy,All India Meal,150,400,50,Low,very_common,Beverage,False,2.0
c037199d-dfe7-48ab-a5d3-3feb09332565,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f1c0209c-080d-4495-b224-74558857e0e0,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
6b3c96d2-1eb1-488e-8130-f0d69e94d288,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
6aae1e10-d0b1-453b-94c7-6138b567cceb,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
7004e30a-bca9-4969-80eb-392d421866e3,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
1aeae094-4226-48e3-b024-9336bd6f4a65,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
dd98b5e6-ad5e-4ff5-a564-0f6cc2d8d9e5,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
a6ea077a-b2e3-4158-8c06-5831587e9dea,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
616e1a6c-1c01-4cb6-8069-fd5da41c8339,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
0c528263-5972-4804-814a-4e9db599db0b,g,150.0,150.0,carb_base,rice,South Indian Meal,50,300,50,Low,very_common,Rice,True,2.0
aeb8c77c-5580-4153-a8ef-8d6c0ac46da7,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
4ccb9d4a-f054-4175-8e56-42b8f4c872a0,g,150.0,150.0,veg_side,vegetables,South Indian Meal,50,300,50,Low,very_common,Vegetables,False,2.0
f9101c5d-9142-4f45-9a24-8e530e880d24,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
a39b9e8b-fb45-4c1d-a486-735df0eb1fda,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
5eb3b139-e3c1-4149-9db0-cf603af135ce,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
c20c3dbe-8d03-4846-b905-0f499cee18be,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
5f24bf7a-b579-49e2-be87-9dc9affe0da9,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
ed5bffde-8e72-4b39-8f96-614bc46073aa,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
726dbd87-dab3-4151-9348-19497fdb7d7c,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
cc2cb2d1-625c-413f-9f02-c8959511e7dc,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
db09ce29-7ae3-4920-a0ac-e13b09db4411,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
0eef2fcf-f02b-4183-b0b1-7e40dc98e6f3,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
2fa23b14-74fc-4a4b-86c2-dbe2ad4aebc1,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
50836ee0-5c8b-49ee-ad7a-c6e26d6c3b3d,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
a33cbd16-2927-4b96-a4e8-0910bfd349e6,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
f8d20397-c144-45c7-bc1d-e7e4555fe5c3,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
c21022c2-6f81-44bf-94e1-dcf4739c4401,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
825f3b7e-f250-46d0-897a-6fca0075034d,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
fb33c0dd-4d69-402e-8c0f-408c32824be8,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
c5f1584d-ede6-4775-a788-2b4523feb538,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
fbc26aff-479c-4afe-a5aa-9553e396fd18,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
cda04aea-18fa-4de6-9efb-153e3b42dce9,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
6ffe4bfe-4708-4558-b5b3-c96750ddee3d,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
500ad441-c700-4b9f-8282-1bacddc7aabe,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
bae670ad-a2bc-4885-ab25-302a9f421e64,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
2d6c1a6d-fa1d-4603-ae4c-94cf90cfbc84,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,High,limited,Traditional Meal,True,2.0
a9119f7d-5701-46e5-890b-480368f66431,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
bb31f211-a957-4543-89a9-753bb752f4ae,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
dfd0970b-eb78-4c33-90fd-8640988dae5a,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
bffa84a9-0176-4da5-979f-ff1d814e9239,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
bd883dd2-25a5-44f4-9ca4-36c703168b67,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
507659ba-ec54-4733-b10a-150c3d4c9e77,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
90d07129-fb03-4f62-bed3-4e3ee28c36a3,g,150.0,150.0,protein_main,eggs,Rice Meal,50,300,50,Low,very_common,Eggs,True,2.0
da13c94d-077f-4726-aaf0-8568949a7525,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
69d17d59-a53e-4f2b-9572-03399671cd5d,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
597a6d60-c3f4-4725-bf5d-4592f3871c9a,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
7febf5f1-0a14-4f09-9bb8-b02e4bce59ec,g,150.0,150.0,protein_main,dal & pulses,Rice Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
b00b33ae-e1e8-41b7-860b-10efb00ff89d,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
99830ecf-abac-4062-9ebf-17f436705423,g,150.0,150.0,protein_main,chicken/meat,Rice Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
57d05e17-ec63-46e2-ad19-316848a78747,g,150.0,150.0,protein_main,chicken/meat,Rice Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
eafdcfcb-6505-498d-b21c-670b30f9c713,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
da30855f-84e8-42b7-aef3-de63a825b8bb,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
74650c0a-f181-4b83-bd66-e008608285e7,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
2c55c06e-e6c0-4689-b9ff-698935a28609,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
eda9a9db-7e28-4aa5-ba97-515f05d279ab,g,150.0,150.0,veg_side,vegetables,South Indian Meal,50,300,50,Low,very_common,Vegetables,False,2.0
ca154dab-9504-4a7c-b85c-9ee71fb13112,g,150.0,150.0,protein_main,paneer,South Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
5791b37c-4242-4079-990a-03424dc36250,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
5147586e-816c-4445-901c-a365c256d542,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
651dcab5-14b2-45a0-9988-1cfacc8257f7,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
ffa9d1de-6916-4ce2-a2d4-b8d947b12fb9,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f199a9f9-7e22-42c2-96b0-274df5cd1e82,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
eca0f8d6-a534-4798-b1af-79d9abe98aaf,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
54f17b7b-8655-4f49-a4d1-358d6b1de3f9,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
053cd1d9-d511-42a5-b646-88f113d5b9ee,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
1b82c847-52de-4369-bec8-4418d358fed1,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
92d456e4-f3f3-4429-9a1f-74b2539d91dd,g,150.0,150.0,protein_main,eggs,All India Meal,50,300,50,Low,very_common,Eggs,True,2.0
2ded721d-ec83-402c-9f98-4d7a6e472cd3,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
46b27410-98b9-4e26-8b8b-3355301b945b,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
e73ae0ca-f068-4b8c-8604-5e835901428e,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
d7891bbd-6779-4556-827c-cec176b04d63,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
c7abc334-e1c4-4d02-aaa3-0a4be2b6f7a7,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
ebdc6361-2758-4a6c-8d9b-97ad6432582e,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
1c35e84a-0537-4598-aa03-e196580f5fbc,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
26abd66b-cbca-4015-a6e3-b31adca4401c,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
397ce48f-f00b-45d3-a608-76b86f53bf9e,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
377beec6-e774-496d-9b31-c2ed1bd4df0a,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
104adf20-aeee-4e83-8bcd-f9158fed79e6,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
97629ac2-812e-4e64-a62f-0b137cec6270,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
078a19e6-9104-49f1-8bb6-dd275f13c82c,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
46b5e82d-9705-46c1-8f9c-814384373c47,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
7eaffce9-1936-48ba-ab19-c2fa7fb19739,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
1b9ce9fd-9f82-4c9e-8c45-f432d2aac37a,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f048c154-ffc7-4d58-9bd3-5739149e4c6d,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
ecedda63-a809-402d-88e7-440f076afc14,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
cb37b77c-86a1-4b3b-b947-754b651b68e2,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
0f96b028-812d-4011-9952-c0ec4b7f4d41,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
edf052ae-f858-4c78-8a61-b2ed39db4bac,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
9ff3de3f-e3c7-499d-90ff-19b2e91e077b,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
9a78d751-1422-4701-ac85-9a9763690637,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
49f3ea3c-e1e3-4757-a376-f3f5ff55da64,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
43d520df-5907-4df4-b227-b469f985a961,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
a1916794-a785-4e66-a12f-fac4088f3813,ml,150.0,150.0,protein_main,fish/seafood,Liquid Meal,150,400,50,High,limited,Fish/Seafood,True,2.0
9f746ebc-cede-4c1a-b7e6-d7eb0a86d734,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
5a78409d-d7ff-433e-81e6-6ed926f168c0,g,150.0,150.0,protein_main,fish/seafood,All India Meal,50,300,50,High,limited,Fish/Seafood,True,2.0
